2025-05-03 22:09:25.820 [info] Configuration changed
2025-05-03 22:25:24.807 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/UI/overlay/overlay.go.git closed
2025-05-03 22:25:31.087 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage.git closed
2025-05-03 22:25:35.922 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage closed
2025-05-03 22:28:45.916 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage.git closed
2025-05-03 22:29:25.772 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 22:40:50.626 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage.git closed
2025-05-03 22:41:28.644 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 22:56:47.227 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage.git closed
2025-05-03 22:58:10.182 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/core/rendering/rendering.go closed
2025-05-03 22:58:13.073 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 22:58:13.712 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage.git closed
2025-05-03 22:58:16.569 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog copy.kage closed
2025-05-03 22:59:57.596 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:06:29.042 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:06:42.444 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/game.go.git closed
2025-05-03 23:07:58.945 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:08:11.436 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/core/rendering/rendering.go closed
2025-05-03 23:08:12.489 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/core/rendering/rendering.go closed
2025-05-03 23:09:02.391 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/core/rendering/rendering.go closed
2025-05-03 23:09:02.432 [info] /home/angrycompany16/go/pkg/mod/github.com/hajimehoshi/ebiten/v2@v2.8.6/image.go closed
2025-05-03 23:09:02.925 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:11:16.391 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/errs/errors.go closed
2025-05-03 23:11:16.418 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/colors/colors.go closed
2025-05-03 23:11:43.202 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:11:56.816 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/assets.go.git closed
2025-05-03 23:12:26.319 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:14:11.741 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage.git closed
2025-05-03 23:14:20.418 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage.git closed
2025-05-03 23:18:54.288 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:18:56.670 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/assets.go.git closed
2025-05-03 23:22:23.123 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:22:45.077 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/game.go.git closed
2025-05-03 23:23:21.921 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:23:27.168 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/lights copy.kage closed
2025-05-03 23:24:21.581 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/assets.go.git closed
2025-05-03 23:25:41.833 [info] /home/angrycompany16/go/pkg/mod/github.com/hajimehoshi/ebiten/v2@v2.8.6/blend.go closed
2025-05-03 23:27:33.445 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:27:48.068 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/assets.go.git closed
2025-05-03 23:28:10.803 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:30:16.389 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:31:38.665 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:32:39.591 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/internal/game/world/level.go.git closed
2025-05-03 23:34:44.317 [info] /home/angrycompany16/gamedev/go/mask_of_the_tomb/assets/shaders/fog.kage.git closed
